time,text,image,likes,comments,source
2018-11-08 15:09:48,Where are the lse guys with sauce?,,4,14,1
2018-03-19 16:00:38,"To the guy in first year history who only printed out one copy of his essays. You seem cute, hope you’re coming to the history ball tonight, I’ll be the girl in the short red dress.",,2,3,0
2017-11-18 22:20:35,To the smiley Spanish girl with yellow earrings that always comes to the IOE library...I think you are absolutely beautiful and I hope that you keep your fabulous smile on that gorgeous face of yours x,,3,1,0
2018-07-17 14:46:57,Did anyone actually manage to get above 75 in mg105???,,0,1,1
2017-11-20 22:14:26,"Dear my German friend (who I want to be more than friends with) in my course, You're so cute and I wanna be in your arms 😍",,0,7,0
2018-09-16 08:23:27,"There are two types of loop attendees, ones that go for a long time, and ones that go for a good time -",https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/41895179_1691735037604720_4133270779557052416_o.jpg?_nc_cat=110&_nc_ohc=j1UgXzYpqpYAX-MtN8B&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=8210da3987d0c96d40e49e39d2a626ab&oe=5E948C0C,188,54,0
2019-02-20 10:40:26,Management students taking a bath,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/52753317_358601361410422_4336239122805948416_o.jpg?_nc_cat=111&_nc_ohc=1ydtmMVJFw4AX8s2UHC&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=4009fd2bc0693d89b3df6d5f8e8ace2a&oe=5E944252,123,30,1
2017-11-21 20:38:49,3rd floor science library tubrkishgeezer. Hmu baby,,0,1,0
2020-01-13 08:01:46,"Hi guys, I’m a UCL alumnus that’s keeping a blog on philosophy and other random thoughts. I wasn’t very active, but this year decided to post at least once every 2 months (still infrequent, I know) – after someone told me that Engineering graduates should stay away from writing all together! I would love for you to check it out, and I… More hope it makes you think? Please subscribe if you like, I don’t post often, it won’t be spamming. Also my posts are very short! Would love some feedback (my e-mail is on my ‘About’ page): https://ffoughts.wordpress.com/ Thank you!",,8,0,0
2019-05-06 12:59:06,rollin into that exam room like,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/59636406_391586074778617_3215346421980987392_n.jpg?_nc_cat=106&_nc_ohc=WZu3BR7_nZMAX9J5SzL&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=c24049f5515761f401fb609ab97d44d5&oe=5ED29D63,1,0,1
2019-03-17 22:51:17,Me,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/54515511_1936369119807976_3365736368297738240_n.jpg?_nc_cat=100&_nc_ohc=B42QbeOIhYMAX-u1hzH&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=e3df626567d1eea9349de2f08029de0d&oe=5E9CCAD4,18,8,0
2018-09-14 14:15:10,RUMS FC 18/19 season kit. ~ K-boss,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/41691702_1689790224465868_355519976670494720_n.jpg?_nc_cat=109&_nc_ohc=JSbnJwbXEEQAX9D_x9s&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=0eb34a39359e6a9e7373f29c301ab5a2&oe=5EA2E966,17,2,0
2019-12-08 16:47:06,Tag someone who can’t get it up,,0,0,1
2018-11-23 05:50:02,Pleased find this funny #ineedalife #ineedsaving,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46507863_319102032027022_5331023852879216640_o.jpg?_nc_cat=100&_nc_ohc=1V7Xzw89nbkAX_aXycs&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=f55f1fadad44b819b360412819a94bb9&oe=5ED809D5,10,7,1
2018-09-04 05:02:11,"I’m literally speechless, how does this guy even do it? Dude has literally ascended from being a hiphop artist, he’s on another level entirely. So much symbolism and depth in a < 5 minute long video, and not to mention it sounds fucking amazing with those summer vibes. Honestly Donald Glover is something else 🔥🔥🔥",https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/40694496_1677867528991471_636367200961167360_o.jpg?_nc_cat=103&_nc_ohc=quY3y5N3UTEAX8fbvCR&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=06fdf9f8dd7b476a0e84872bfc153b5c&oe=5E8DA232,33,1,0
2019-11-25 13:21:47,"These posts popped up in this very order on my feed, from our lovely friend accross town... just glad to be at UCL.",https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/73146905_2362938843817666_4746735655822819328_o.jpg?_nc_cat=108&_nc_ohc=-Er0c4mABIYAX9O3QvP&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=5a94e6f84e9eec4703b2b2dcf1efccce&oe=5E9B60E9,19,3,0
2018-05-10 11:30:17,Quick question: Are there actually someone who passed the ACCA before they graduated or I am the only one thinking about it in year 1?,,0,1,1
2020-01-16 10:47:17,DE and WW would make a cute couple.,,2,1,0
2020-01-17 16:30:09,"To the guy in ucl fencing tracksuit who dyed his hair red, I've seen you in some of my lectures this term, are you single?",,0,1,0
2018-05-12 16:22:35,Any calisthenics enthusiasts out there? If you're into calisthenics/street workout like this post so we can get group workouts going! Everyone is welcome!,,4,0,1
2018-09-03 17:02:30,.,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/40684071_1677347539043470_8665749264514678784_n.jpg?_nc_cat=108&_nc_ohc=VyV1F0pmJEgAX9DT3xg&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=710a6f298c7c72523a1e1338a8b3d2bc&oe=5ED33871,261,50,0
2018-09-25 22:26:10,When someone pays me a compliment but i’m to awkward to accept it.,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/42508838_1702508229860734_217241730754281472_o.jpg?_nc_cat=108&_nc_ohc=dQ3bXG8jilMAX9UT55Y&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=e99baf3645fc15f71f8b242974ac3f04&oe=5ED075AD,95,38,0
2017-11-17 23:23:47,to the cute scrunchie wearing girl vigourously doing maths in the language section of the library - come lie tangential to my curves 💞,,3,2,0
2018-10-08 22:34:50,"GF, Let me play with your crystal balls after your next lecture ;) EM x",,0,0,1
2020-01-12 01:16:44,"BB, You seem to be going through a second puberty. I hope you grow taller so when I finally ask you out I can be wearing heels and not towering over you. Love, your b",,0,0,1
2020-01-05 04:36:15,I saw you looking at me when we played board games. But you didn't want to come closer and make a move? ☹️,,0,0,0
2018-12-04 21:32:02,dark curly haired skater lookin boy with beanie on in escape at tues lunch time: ur fit x,,0,2,1
2019-03-18 16:32:28,"How i balance my workload at lse, ft. Lse100 classroom",https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/53788225_369416856995539_8243879073982447616_o.jpg?_nc_cat=110&_nc_ohc=EUMv3FeMPmkAX87_dz_&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=9f4ad324cfb0caf1a5822210034a3d1c&oe=5EA0BA69,60,2,1
2018-12-28 13:13:32,If you were looking for a visual aid. Found it hard to photoshop in the red sole louboutins,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/49344256_334803113790247_8147018649400508416_n.jpg?_nc_cat=104&_nc_ohc=KAlCmITExPYAX9CmBOy&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=61d0338ca972fd5892e006939d2cacb5&oe=5E93F156,71,6,1
2019-07-03 15:41:25,When you have to pay £5 for a pint at Pendrell’s Oak,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/65751793_423431791594045_5263937279759482880_o.jpg?_nc_cat=107&_nc_ohc=fiT7niDjj60AX9eQTRf&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=cb91bcf6e4e2a1de8e17536cac1e9da5&oe=5E9BD46E,62,7,1
2018-04-11 23:11:27,"Is it reasonable to assume that someone has a crush on you if they are quite far up the algorithm on your insta, and you don't really talk to them?",,1,1,1
2020-01-07 10:37:45,"Admin, do you know what happened to RN and MB? I miss them",,0,0,0
2020-01-14 08:56:59,To the boy with the green eyes in the 9am economics lecture. Marry me. Your secret admirer x,,0,0,0
2020-01-05 04:46:35,Any single guys studying dentistry?,,0,1,0
2020-01-17 16:33:57,"UCL Hindu Society is back in the New Year, with its FLAGSHIP EVENT.... RANGEELA 2020 !!! 🔥🔥 Get your tickets asappp !!!!",https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/82487741_2473148926129990_133038304210714624_o.jpg?_nc_cat=103&_nc_ohc=Z5G8PHw-ZxgAX_TYNC0&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=5c297d4b672ef37bd96f093776a80be1&oe=5ED14A9C,0,0,0
2020-01-15 08:54:23,I haven't really got anyone else I can talk to about this about so here goes. I've been in a relationship with my girlfriend for four years but I don't know if I'm happy anymore. I still enjoy spending time with her but I'm not sure if I love her anymore. I think she loves me more than she ever has which is why this is difficult. I… More feel like it would crush her if we broke up and she's already really struggling at her uni with making friends and mental health so I don't want to hurt her more. At the same time I don't think I really want us to have a future anymore and staying in the relationship is causing me stress. We both only really have each other for support. I think being in a relationship has restricted both of us in making friends and a social life without the other one. I still really care about her so want to do what's best for both of us. can anyone help?,,4,2,0
2020-01-17 16:32:51,SJ How do you always look like a supermodel even when you don't try to?,,0,0,0
2019-11-15 18:14:04,"Because of EC modules, I couldn't convert my internship into a graduate position :) Thanks LSE Economics Department.",https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/75279302_505519243385299_2877200726189146112_o.jpg?_nc_cat=104&_nc_ohc=dEbLw3cJlWcAX9egpBF&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=c002f9f5afe28c01deabc82fcfc05a65&oe=5E944E14,15,18,1
2017-11-14 22:47:02,"To the blonde in Ramsay, I think we'd go well together like chips and Hp sauce",,0,1,0
2017-11-19 19:52:18,"Deniz S, be mein",,1,2,0
2019-06-24 13:42:12,"3rd year student, still unfriending random people I met in first year on their birthdays...",https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/64900256_2087392801372273_1317666361203228672_n.jpg?_nc_cat=103&_nc_ohc=7IFxAzE2engAX8_cgw0&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=aa7a9533b094fba174b20db54ad9e9e0&oe=5ED3D039,31,1,0
2020-01-13 07:53:32,I love my boyfriend more than life itself but I’m a highly emotional person and truly an empath and he is just not empathetic at all. I see things from the world view of helping people the gratification from that is enough for me whereas he sees the world from the point of what it can do for him personally. I fear that this difference… More is too much of a core value for us to ever be truly compatible even though I think we are compatible in every other way. Any advice on dating someone who has such a different view and still managing to be happy?,,3,5,0
2020-01-10 12:55:44,"there are multiple things I am meant to be doing but here I am, scrolling thru .",,16,3,0
2018-09-29 22:29:18,"""You study at UCL?"" ""No, I study at ™UCL."" @The Cheese Grater Magazine",https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/42810725_1706824189429138_5602772803133636608_o.jpg?_nc_cat=104&_nc_ohc=rfop9WN8BfAAX9U6t26&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=1cc8f23d1e2c1aefa123f54223ea0763&oe=5ED447B5,99,33,0
2017-12-08 18:53:36,"Shawn, you’re SO NICE AND SO CUTE. Best Committee member EVA",,9,5,0
2020-01-04 15:19:10,Which sports club isn’t full of british people? I tried one and 90% of the people in it are british and they don’t even bother speaking to me after finding out i’m an international student,,13,24,0
2020-01-13 07:52:32,Help a 3rd year Psych student out please. Did anyone do the behaviour change module last year and is happy for me to message them a super quick question?? Please (!!) comment down below :),,0,0,0
2018-03-23 15:11:30,"Why is it so hard to get a bf ? Honestly all I’m asking for is a hot gay guy, preferably posh and kind. Comment if you feel like you could match. (I’m attractive and good in bed)",,13,48,0
2018-04-15 18:54:49,"hi, does the upstairs smoking area at XOYO exist?? Can u confirm? Is it open on a wknd? Thxxxxxxxxxx",,1,1,1
2020-01-15 08:53:09,East Africa Soc?,,4,4,0
2018-08-31 19:39:16,What should I say?,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/40429608_1674048629373361_8760981123397320704_n.jpg?_nc_cat=102&_nc_ohc=j7eqoByS-HAAX9Luwov&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=5b0918f35e4b7c6678200d73d31c3d1c&oe=5ED5174A,0,1,0
2019-09-17 14:25:47,We should be protesting FOR this instead of some shitty ‘causes’. Equality would easily be implemented with this. This is coming from a pro Conservative supporter.,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/70990563_2228304210614464_2417776355232972800_n.jpg?_nc_cat=111&_nc_ohc=iYETn7y9K3YAX95Z-3x&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=9468dacb24b58067dbd7ad1ca2e8b4ba&oe=5ED843EF,132,9,0
2019-03-16 13:51:27,"When you're having an argument with the Imperial kids, and you have to pull out the big guns:",https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/54458163_368534587083766_8827956796166504448_o.png?_nc_cat=111&_nc_ohc=CMy6Ns9vWqoAX_uRKu2&_nc_ht=scontent-hkg3-2.xx&oh=3a18cc2fa261d1c5b82d0e19ac5b0121&oe=5E9283CC,45,12,1
2018-09-05 22:06:09,EH101 or SA101 for bsc econ year 1 as an outside option?,,1,1,1
2020-01-13 07:59:39,"Admins cherry pick two conflicting complaints about bias despite the fact that far more left wing content got approved during the election Admin: wow ok and the election is over, what more do you have to whine about",,6,0,0
2018-08-26 14:19:40,:)),https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/40056683_1668218559956368_1173223518662295552_n.jpg?_nc_cat=111&_nc_ohc=rgO6neRMvOIAX-mv2EA&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=bd15be2acdb110a4fcbf68eba45dd60d&oe=5E8FED07,303,179,0
2020-01-13 19:10:45,comment if you’re single,,0,13,0
2019-03-21 14:41:50,"MK: ""You're easily replaceable :^)"" Also MK: 🤔*FIELDS NO TEAM IN THE ELSA COMMOOT*🤔",https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/55633911_1941421645969390_8911668388825137152_n.jpg?_nc_cat=111&_nc_ohc=z3VAAviCbqwAX_M-3D3&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=7511aa369adb6ecff280da328844bfc2&oe=5ED1D176,0,0,0
2019-12-08 16:51:04,"Guy on second floor library on Monday drinking big bottle of pink water, who are you??",,0,0,1
2017-11-27 22:53:22,"To the dashing young gentleman in the timeless grey sweater and navy jacket, I wanna apply my superconcept to your discipline ;)",,1,2,0
2019-12-08 16:46:12,"It's getting late in the evening, more and more seats are empty, the lights flicker on and off, and the mice roam free... Clearly I'm in the LSE Library. All of a sudden the lights along one of the shelves switch on, and the girl sitting across from me emerges... with a bottle of wine in hand! Snacks too! What a fucking mood. Honestly. I don't know who you are or where you came from, but I respect you. Well played.",,2,0,1
2017-12-09 16:25:44,"To the author of #uclove8 : In the spirit of Christmas, and holiday cheer, I can tell you quite honestly, there is nothing to fear. J-ashworth is ready, He's more than a gentleman, he'll take it slow and steady. You seem like a great gal, I'm sure you would get on, even just as a pal! I wrote you this poem in the hope of one thing, Because the pain of not knowing your identity has given me quite a sting. So stop taking the piss, and, finally, please tell me: who dis? Love from #uclove334",,3,1,0
2019-12-08 16:51:01,"We met recently and you said there weren't enough inter-London uni social events - maybe you should come to the diplomacy ball, girlll ;)",,0,0,1
2019-11-25 22:31:41,Oof,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/77202470_2363861343725416_5908295860080345088_n.jpg?_nc_cat=100&_nc_ohc=MaoBxqYYsXAAX_G47rH&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=61b19771853f7e803957d6177ce6707c&oe=5E989219,6,0,0
2018-06-24 11:37:31,For one it doesn't seek the consent of students before subjecting them to a waste of time.,,1,0,1
2018-12-11 13:45:26,"Yesterday marked the final day of 16 days of activism to fight gender based violence. One in three women worldwide are victims to gender based violence and whilst this varies from place to place,… More stories of abuse and violence are not uncommon and it’s not something that should be silenced anymore. Spread the word and help end violence against women and girls.",https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/48386237_1802379086540314_4448604826003046400_n.jpg?_nc_cat=109&_nc_ohc=_Mu140Ya31EAX_6wTSj&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=cfee407bf27d2b3061325391cdd30c02&oe=5E8D85DA,4,0,0
2019-06-04 19:28:07,Another reason why we should remain,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/61946577_2054663201311900_1814604982272393216_o.png?_nc_cat=101&_nc_ohc=LKdfM4F2Ro0AX8d6bVv&_nc_ht=scontent-hkg3-1.xx&oh=54f951412fafc5b16678cda973b39d90&oe=5ED877C9,11,0,0
2020-01-16 21:08:38,Wo sind meine ganzen Deutschen?? 😊,,14,13,0
2019-02-22 10:04:24,"Short guys, no matter how good looking, have no chances in dating. Change my mind.",,2,10,1
2020-01-04 15:04:46,Am I the only one who feels like they don’t fit in with the people on their course?,,7,1,0
2019-03-30 00:29:38,Turning up at zoo at 12:30 last night like,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/56304276_374365316500693_8777277723966963712_n.jpg?_nc_cat=111&_nc_ohc=iBRJzfpltz8AX_6ytER&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=cc92bcb3a9f636353a95a45242430e4d&oe=5E9EC8BC,14,0,1
2020-01-12 01:16:39,UCL politics student here. Hardly ever get firsts but never get below 60 either. Can I get into lse masters?,,1,0,1
2018-12-17 14:10:41,Since someone else has spelled out their crush in their class I have a crush also. Whos the petit russian looking girl in my ec201 class. Caught u glacing at me a few times and I secretly glanced at -at you too. Your secret admirer.,,0,0,1
2017-12-05 19:59:17,You were my light but now that you are gone my world has gone dark. - Mr Chem Eng 2nd Yr 😥😥😥😫😫😫,https://scontent-hkg3-2.xx.fbcdn.net/v/t31.0-8/fr/cp0/e15/q65/24785298_1371547629623464_9222937625459341398_o.jpg?_nc_cat=107&_nc_ohc=HSKB_FNBZPcAX9u6aZY&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=fbb633e660aa7b0609cf3eacfe8de8c7&oe=5E9484A7,4,2,0
2018-06-05 21:58:54,LOL just so everyone knows - not only did the new law soc vp buy committee votes/beg for them before his competitor even had a chance to ask for votes but also the new pres secretly messaged people telling them to vote for the new vp AND messaged the new vp saying he wanted him to become vp over his competitor ... smh law for all please eradicate law soc,,5,18,0
2020-01-05 04:33:47,My best friend is so handsome and I'm not- I get so jealous about how everyone comments on how good looking he is. How do I feel better about myself and improve my self esteem?,,0,2,0
2020-01-08 15:45:37,[Intro] [Verse 1] We're no strangers to love You know the rules and so do I A full commitment's what I'm thinking of You wouldn't get this from any other guy [Pre-Chorus 1] I just wanna tell you how I'm feeling Gotta make you understand [Chorus] Never gonna give you up Never gonna let you down Never gonna run around and desert you… More Never gonna make you cry Never gonna say goodbye Never gonna tell a lie and hurt you [Verse 2] We've known each other for so long Your heart's been aching but you're too shy to say it Inside we both know what's been going on We know the game and we're gonna play it [Pre-Chorus 2] And if you ask me how I'm feeling Don't tell me you're too blind to see … More,,8,4,0
2020-01-14 13:58:52,That awkward moment when your childhood sweetheart gets into the same university as you and all you want to do is go out and yolo the fuck up in zoo. She’s been wanting to FaceTime with me. Can I pretend I’m not in the city anymore?,,0,0,1
2020-01-14 08:58:14,"Dr Reza Motallebzadeh - I am rlly into his work but have never met him and would love to be my research supervisor, any opinions, tips?",,1,1,0
2019-03-24 19:36:59,All this election stuff has me like:,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/55892489_372165930053965_3877979014404505600_n.png?_nc_cat=108&_nc_ohc=BpEZD3SZ26MAX8DhJzx&_nc_ht=scontent-hkg3-1.xx&oh=5a56006c0f0837be8461e93ea1582311&oe=5ED10249,25,0,1
2017-12-12 00:26:15,"Brother, I have been wanting your oats for a long time now, I just wish I had the confidence to ask for them in person. Lots of love, Your Brother xxx",,4,10,0
2020-01-04 14:50:46,"To any freshers really hating their degree and considering dropping out.... DO IT! This is coming from a final year who has hated their degree and struggled so much since first year but just kept going, always so scared of how people would judge me for dropping out, but honestly now I look back I really regret doing this to myself for… More the last 3.5 years! The only thing that has made uni worth it for me is the people I've met, so if you are actually someone who hates your degree and hasn't made any really good friends at uni, then please consider at least interrupting your studies, go do something else - go and get a job in another country, meet different types of people,… More",,5,0,0
2018-03-23 10:38:39,Tag the biggest slag,,1,10,0
2020-01-15 08:53:06,"S.James(1st Year), I see you in choir and I would do things that you would like to know. See you soon ;)",,1,0,0
2018-09-22 10:36:06,How would someone (asking for a friend) become a courtesan in London?,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/42289749_1698395606938663_2489294278040223744_n.jpg?_nc_cat=102&_nc_ohc=YfDZuJ6XiWUAX9d7cir&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=a0bfb3304c43af512c6c7b8b7e973579&oe=5E9DAA81,3,1,0
2019-11-18 11:47:48,Anyone else finding 2nd year really depressing? I never see my mates that I spent all of first year with. Take me back to halls man,,14,3,1
2020-01-14 13:59:08,Why is Dancesoc not as friendly as I thought they would be? Sad :(,,0,7,1
2017-11-21 16:22:13,"Aadishi, take me to your poetry corner. I'll make you use assonance between your each and every line ;)",,3,2,0
2020-01-15 17:57:37,"Hi, just wanted to see if anyone needs any help with Maths (maybe it's a compulsory part of your degree but not really your thing). I am doing a pretty Mathsy degree and am willing to help any first years. Fill out this form if you're interested! https://forms.gle/kaN7ouGmq7NkkZSu9",,1,0,0
2018-11-20 17:48:51,C’est froid!,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/46477148_318088892128336_6733092961468284928_n.jpg?_nc_cat=100&_nc_ohc=iadT8IqTKFUAX8vyOPc&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=09b49fcc76ef2e8d65358d2b3843f928&oe=5EA55710,207,103,1
2018-04-30 00:42:26,Is it okay for a girl to ask a guy out?,,3,1,1
2019-11-27 15:56:23,KH you brighten my days,,0,1,0
2018-03-22 20:58:18,Lookin for a gyal comfy enough to even fart around me,,0,0,0
2018-06-23 16:12:00,"Emilie M, you're so hot. Are you gonna keep on coxing next year? And also please be single until next year!",,0,1,0
2018-04-20 10:28:59,Is Abdey some sort of God? Why does he put a cross next to his name on slides?,,7,1,1
2017-12-20 13:56:44,"To the cute Indian girl sitting in the geography section of the science library (1st floor), I’m a bit busy working on my deadlines but if you’re free later how about a coffee ☕️?",,0,0,0
2019-02-24 08:08:43,When your uni so bad they need to advertise on buses,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/52585314_360287707908454_2464042984191033344_o.jpg?_nc_cat=103&_nc_ohc=I12vHwESj34AX8GqfT5&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=1657c7c986e5279e7588e3d05740ac5a&oe=5E9F9D0D,129,29,1
2020-01-10 12:50:48,Looking for someone to buy me kimchi so I can kimchi slap someone please,,0,2,0
2019-07-19 09:28:12,M I N O U C H E,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/66836972_431470134123544_5407575279788883968_o.jpg?_nc_cat=111&_nc_ohc=zozGd-4gojoAX8sRFer&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=64673ac3e6b84a8aaf7324c60c505180&oe=5ED679E8,87,11,1
2020-01-15 17:56:21,CS instead of lifting those weights come carry me?,,0,8,0
2017-11-15 20:59:36,"To the hot particle particle physicist with great whapsies, let’s collide and create new matter?",,2,2,0
2018-04-12 17:57:48,"GSK You are after a particular D, but I too have a big D ;) so chanel yourself into my life because I would love you to be my wife. I maybe no sindhi, but can speak good hindi, so come by my side whilst you are still at bankside. ;) ;) ;) From not so buff daddy",,4,2,1
2018-06-18 08:42:14,I can't get you off my mind... I can't get you off in general...,,0,1,0
2018-08-26 00:37:25,"Suppose i need to select 8 modules, if i know for sure, i want to do 6 particular modules, can i submit only those 6 selections and then later look for 2 else and submit?",,1,0,0
2019-06-09 19:57:41,Brexit,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/62395413_409436962993528_2486360025103073280_o.jpg?_nc_cat=103&_nc_ohc=MGkMJCk2KhQAX9K3zgm&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=70127b1ff00085418dbc384cfbffd274&oe=5E8FC913,39,1,1
2020-01-13 07:52:47,FULL TIME: Stormzy 2-0 Wiley Goals: Wiley's brother; Cyprus Assists: Wiley's dad; Heathrow Terminal 4,,2,0,0
2017-12-13 20:12:21,To the blonde history student who frequents this page instead of working - You go boi,,0,0,0
2019-03-26 21:05:06,~Huehue,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/55557105_373029376634287_4677065878917873664_o.jpg?_nc_cat=107&_nc_ohc=lVbQU9F5H8EAX8vmbI9&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=c511546ac843a1a6b10f09e11e9a875d&oe=5ED6ACDF,104,43,1
2019-02-17 11:45:19,Anyone interested in coming to the LSE Drag Show with me? https://lsesupride.com/melanin-magic/,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/52598493_357385371532021_8568023296648413184_o.jpg?_nc_cat=103&_nc_ohc=r4G1Uh8yP6EAX89GayT&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=0c2dc09f54d93a83af1145006d2692ad&oe=5E9B0924,23,14,1
2019-02-08 12:22:37,when you’re dying in middle of exam season but they’ve brought out the stress relief puppies,https://scontent-hkg3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/51777802_353337621936796_5418957913785892864_n.jpg?_nc_cat=101&_nc_ohc=KP8i-Yq2W7UAX8pwAEw&_nc_ht=scontent-hkg3-1.xx&_nc_tp=12&oh=c2feae897d775a39d0f49b85f24c888e&oe=5ED766F1,37,0,1
2018-05-05 14:55:43,"Dear hottie lesbian, Reveal yourself and coffee is on me ;) A fellow hottie lesbian with a cute accent",,0,0,1
2020-01-06 03:44:06,Yikes I better act fast,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/81343259_2449367785174771_3817495820358385664_n.jpg?_nc_cat=107&_nc_ohc=xMFWJSMJOXwAX-XA90B&_nc_ht=scontent-hkg3-2.xx&_nc_tp=12&oh=4cf8102c59b92b8c0c4abd0db69c14da&oe=5E90C3DD,177,9,0
2019-03-09 14:07:38,When you see a guy who makes it to his 9am even though he was passed out on the floor of Zoo just 5 hours earlier,https://scontent-hkg3-2.xx.fbcdn.net/v/t1.0-9/53888986_365723940698164_6780675525456166912_o.png?_nc_cat=107&_nc_ohc=9yEcOPqeuP8AX9pfjoU&_nc_ht=scontent-hkg3-2.xx&oh=0a291324ed438cedb725ccc0c223e554&oe=5E98F984,103,15,1
